Deal Name,Company name,Address,google_places_id,"Macro Geo (NYC, SF, CHS, DC, LA, NASH, DEN)",Error?
Brooklyn Brewery (Craft Beer Pass),Brooklyn Brewery,79 North 11th Street,ChIJUaAuMl1ZwokRt0-S_ynnRtc,NYC,
Alphabet City Beer Co. - Craft Beer Pass,Alphabet City Beer Co.,"6 Loisaida Ave, New York, NY 10009",ChIJWaWbwHlZwokRj1wHkvB84zE,NYC,
Torch & Crown Brewing Company - Craft Beer Pass,Torch & Crown Brewing Company,12 Vandam Street,ChIJFcrad0_1wokRgswE_VOwb4o,NYC,
Moody Tongue Sushi - Craft Beer Pass,Moody Tongue Sushi,,ChIJGUJaVtVZwokR3VU_JU2pedg,NYC,
Threes Brewing Gowanus,Threes Brewing Gowanus,333 Douglass Street,ChIJ__u3R6tbwokRYMOym8O83H0,NYC,
Gotham Burger Social Club Greenpoint,Gotham Burger Social Club @ Threes Brewing,113 Franklin St,ChIJXZ6WJABZwokRDi2X0_3I1Mo,NYC,
Gotham Burger Social Club Greenpoint,Gotham Burger Social Club,113 Franklin St,ChIJXZ6WJABZwokRDi2X0_3I1Mo,NYC,
Moody Tongue Pizza,Moody Tongue Pizza,123 st marks pl,ChIJGSBX5MNZwokR8dULUeLZH5M,NYC,
Lume West Village,Lume,"259 West 4th Street, New York, NY 10014",ChIJN-YZAHNZwokRfCSd6SaZWUc,NYC,
Kings County Distillery,Kings County Distillery,"Kings County Distillery, 299 Sands St, Brooklyn, NY 11205",ChIJbe26PclbwokRfrb6lAnTB30,NYC,
Patisserie Fouet Midtown,Patisserie Fouet,15 E 13th St,ChIJE_xuhXVZwokR6efVoP5x41g,NYC,
Estancia Piola,Estancia Piola,,ChIJ-cemB1xbwokRUuBRPBg0opo,NYC,
The Ox Greenpoint,The OX Wine Bar,,ChIJW5CTpjRbwokRoyMu9xFuCKE,NYC,
Krupa Grocery South Slope,Krupa Grocery,231 Prospect Park W,ChIJDXCWZh5bwokROj_-7EfM3NI,NYC,
BRISCOLA TRATTORIA,BRISCOLA TRATTORIA,"798a Franklin Ave, Brooklyn, NY 11238, United States",ChIJD6W7CwBbwokRwO5z7BMo7-M,NYC,
Kokomo Greenpoint,Kokomo,65 Kent Ave,ChIJ9-EhOXlZwokRSdB_B9mYM30,NYC,
Oxomoco,Oxomoco,"128 Greenpoint Ave, Brooklyn, NY 11222",ChIJ__-z7kBZwokRezHqB39zBLI,New York,
Black Seed Bagels Nolita,Black Seed Bagels,176 1st Avenue,ChIJV1BBkp1ZwokRpjqvV01uiqg,NYC,
Heirloom Cafe Mission,HEIRLOOM CAFE,2500 Folsom Street,ChIJ3XEasjl-j4ARWcW8iwtlkhw,SF,
Park Slope Ale House Park Slope,Park Slope Ale House,"356 6th Ave, Brooklyn, NY 11215, United States",ChIJwyH4GwJbwokRO0x0jD_unvw,NYC,
MáLà Project -EV- New Deal,MáLà Project ,"245 E 53rd St, New York, NY 10022",ChIJM2NCGJ1ZwokRA2nCkZcz08g,New York,
Someday Bar NYC,Someday Bar NYC,"364 Atlantic Ave Brooklyn, NY 11217",ChIJW7hnbe5bwokRG2IHXWO1xcA,NYC,
Other Half Brewing - 600 5th Ave,Other Half Brewing (Parent),"600 5th Ave, New York, 10020",ChIJ56J9GJFZwokRdJwuF-USZIs,NYC,
Other Half Brewing - 600 5th Ave,Other Half Brewing (600 5th Ave),195 Centre Street,ChIJ56J9GJFZwokRdJwuF-USZIs,NYC,
Cane Pazzo,Cane Pazzo,"1276 Yeamans Hall Rd, Hanahan, SC 29410",ChIJPc3odmxj_ogRMyxZUrj4HU4,CHS,
Shuggie's,Shuggie's,"3349 23rd St, San Francisco, CA 94110",ChIJr5cI0LR_j4ART457wcGBDoY,SF,
The Morris,The Morris,"2501 Mariposa St, San Francisco, CA 94110
",ChIJqZE4DTF-j4ARUYdqdEEgh8k,SF,
Elixir,Elixir,"3200 16th St, SF, CA 94103",ChIJvwAwoRh-j4AR1BKWDkmJ3-E,SF,
NOPALITO,Nopalito,"306 Broderick St., San Francisco, CA 94117",ChIJWdx6WK6AhYARchLwAKyG4-Y,SF,
Blue Plate,Blue Plate,"3218 Mission St.SF, CA 94110",ChIJ7d1kDkN-j4ARLXO5JZwg7NI,SF,
Tamarind Tribeca,Tamarind Tribeca,"99 Hudson St, New York, NY 10013",ChIJ6Vva1h9awokRXw_JSQ_x6y4,NYC,
Suprema Provisions,Suprema Provisions,"305 Bleecker St, New York, NY 10014",ChIJR4Ced5NZwokREuYXRM57BmY,NYC,
L'Express,L'Express,249 Park Ave S,ChIJb9HznqFZwokRHWxf3DbskaI,NYC,
L'Express,Chef Driven Hospitality,630 Ninth Avenue,ChIJb9HznqFZwokRHWxf3DbskaI,NYC,
Don Ceviche East Village,Don Ceviche East Village,"57 1st Ave New York, NY 10003",ChIJAf1O3jhZwokRRljq3vIx8ak,NYC,
Don Ceviche Essex,Don Ceviche Essex,"88 Essex Street #11 New York,  NY10002 ",ChIJm9uu_FpZwokR875MVLu2loI,NYC,
Salad Don,Salad Joon,"88 Essex Street #3 New York, NY 10002",ChIJNxi3aTJZwokR22BQhiSpRjw,New York,
Chambers,Chambers eat + drink,"94 Chambers St #1, New York, NY 10007",ChIJ43KaxzxbwokRVjbWT05nZ_M,New York,
ALL BLUES,ALL BLUES,"87 Walker St, New York, NY 10013",ChIJdROsbwBbwokRHl54aM_rAsc,NYC,
l’abeille,l’abeille,"412 Greenwich St, New York, NY 10013",ChIJq75Ur-tZwokRo7I_F_PhlcU,NYC,
l'abeille à côté,L’Abeille,"412 Greenwich StreetNew York, NY, 10013",ChIJq75Ur-tZwokRo7I_F_PhlcU,NYC,
Sushi Ichimura,Sushi Ichimura,"412 Greenwich Street New York, NY, 10013",ChIJU10X_TJZwokRuSfnHw4dhQE,NYC,
Tio Pepe,Pepes Restaurant Group,"168 West 4th Street, New York, NY 10014",ChIJ06Eo6ZNZwokR_ngr5nAD7do,NYC,
Tio Pepe,Tio Pepe Restaurant,168 West 4th Street,ChIJ06Eo6ZNZwokR_ngr5nAD7do,NYC,
Burgers and Beer NYC,Burgers and Beer,170 West 4th Street,ChIJz1tFP_9ZwokR1NewYt9iemw,NYC,
Burgers and Beer NYC,Pepes Restaurant Group,"168 West 4th Street, New York, NY 10014",ChIJz1tFP_9ZwokR1NewYt9iemw,NYC,
DACHA Kitchen & Bar,DACHA Kitchen & Bar,"1085 Sutter Street, SF, CA 94109",ChIJwzLVbKSBhYAROU9e3ep4_BU,SF,
25 Lusk,25 Lusk,"25 Lusk, SF, CA 94107",ChIJwzwoQNZ_j4ARtdLL7CUl4TQ,SF,
St. Mazie,St. Mazie Bar & Supper Club,"345 Grand St, Brooklyn, NY 11211
",ChIJSy8Bbl9ZwokR8QnOQHNn4hk,NYC,
Grimm Artisanal Ales,Grimm Artisanal Ales,"990 Metropolitan Ave, Brooklyn, NY 11211",ChIJO0onUVNZwokRAuTHAAO2OA0,NYC,
Kalye - Rivington,Kalye,"251 Broome St, New York, NY 10002",ChIJzxi2CEFZwokRGLb3H5aeHDU,NYC,
Rocco's Sports & Recreation Noho,Rocco's Cafe,"1131 Folsom St, SF, CA 94103",ChIJ2fLg9KdZwokR0cET1EjEuwk,SF,
Kings County Brewers Collective,Kings County Brewers Collective,"381 Troutman St, Brooklyn, NY 11237",ChIJb6ZVSB1cwokRES6FZ2WAMAA,NYC,
Kalye - Broome St,Kalye,"251 Broome St, New York, NY 10002",ChIJj4yA4zJZwokRtQObXxWzxhc,NYC,
carminestreetbeers.com,carminestreetbeers.com,"52 A Carmine St, New York, NY 10014",ChIJ5fF_9ZJZwokRvdVUZVpa2_I,NYC,
MáLà Project -Greenpoint- New Deal,MáLà Project ,"245 E 53rd St, New York, NY 10022",ChIJM2NCGJ1ZwokRA2nCkZcz08g,New York,
MáLà Project -Bryant Park- New Deal,MáLà Project ,"245 E 53rd St, New York, NY 10022",ChIJuyQyqf9YwokRSlObfXst7sQ,New York,
MáLà Project -Midtown- New Deal,MáLà Project ,"245 E 53rd St, New York, NY 10022",ChIJuyQyqf9YwokRSlObfXst7sQ,New York,
Good Guys,Attaboy/Good Guys Parent,8 Mcferrin Avenue,ChIJqcXTb0NZwokRPbW9xBZwUEs,NYC,
Good Guys,Good Guys,134 eldridge 10002,ChIJqcXTb0NZwokRPbW9xBZwUEs,NYC,
Sunday to Sunday,Sunday to Sunday,"88 Orchard St, New York, NY 10002",ChIJnf5Rpv1ZwokRTzMEC8i44xE,NYC,
Butcher's Daughter Nolita - Market,The Butcher's Daughter,1205 Abbot Kinney Boulevard,ChIJiYsEnohZwokR8oZK_TgmSjY,NYC,
Butcher's Daughter Nolita - Market,The Butcher's Daughter (Nolita),,ChIJiYsEnohZwokR8oZK_TgmSjY,NYC,
Bodega SF,Bodega SF,"138 Mason Street, San Francisco, California 94102",ChIJh26QnF1_j4AR3B7n6vAHjHQ,SF,
Tempest,Tempest Charleston,"32 N Market St Suite C, Charleston, SC 29401",ChIJiUKdZs17_ogREZcxVv3eh-8,CHS,
Aura Bar & Kitchen - New Deal,Aura Bar & Kitchen,"111 1st Ave., New York, NY 10003",ChIJ5QOQdQtZwokRSy16jOl97Uc,NYC,
Park & Grove,Park & Grove,"730 Rutledge Ave, Charleston, SC 29403",ChIJl6_JCTJ7_ogRIauRHOYdIQo,CHS,
Taco Boy - Downtown,Taco Boy - Downtown,"217 Huger St, Charleston, SC 29403",ChIJT2PTq2B6_ogRIrWFtaGTRrU,CHS,
The Cactus Shop,The Cactus Shop,"231 Kent Ave, Brooklyn, NY 11249",ChIJ_dEen79ZwokRCcfpTzsSprc,NYC,
Padoca Bakery,Padoca Bakery,"210 E 67th St, New York, NY 10065",ChIJh9pAEuhZwokREigHqdeZ8S0,NYC,
El Mansour,El Mansour,"3119 Clement St, SF, CA 94121",ChIJQ-y9wqmHhYARgqK_7YRKZ3I,Sf,
Evil Twin Brewing (Ridgewood),Evil Twin Brewing,"43 Main St, Brooklyn, NY 11201",ChIJv4wxbJ5dwokR_StiDfSvWQc,NYC,
Dear Strangers,Dear Strangers,"147 W 4th St, New York, NY 10012",ChIJY9Lf7W9ZwokR9G-2TSrck04,NYC,
Evil Twin Brewing (Dumbo),Evil Twin Brewing,"43 Main St, Brooklyn, NY 11201",ChIJ-04l4vBbwokRHxrsv5Pf9kQ,NYC,
The Rutherford,Avenida,"PENN 1, 1 Pennsylvania Plaza, New York, NY 10119",ChIJ_SRPqI1ZwokRcBVTMGsnBLE,NYC,
The Rutherford,Rutherford,"PENN 1, 1 Pennsylvania Plaza, New York, NY 10119",ChIJ_SRPqI1ZwokRcBVTMGsnBLE,NYC,
Avenida,Avenida,"PENN 1, 1 Pennsylvania Plaza, New York, NY 10119",ChIJhZJ3Yq5ZwokR7_5fevZJH8E,NYC,
Hellbender Nighttime Cafe,Hellbender Nighttime Cafe,"68-22 Forest Ave, Queens, NY 11385",ChIJG4RMPa1dwokRBET-URZXZJU,NYC,
Goldie’s Tavern,Goldie’s Tavern,"3503 Ditmars Blvd, Astoria, NY 11105",ChIJ277esglZwokRaR3P6oIBXqY,NYC,
Rolo's,Rolo's,"853 Onderdonk Ave, Ridgewood, NY 11385",ChIJWUhoPQhdwokRYsDwo5qMnMU,NYC,
Good Bar,Good Bar,"98 Meserole Ave, Brooklyn, NY 11222",ChIJYaebsEZZwokRdaBnC6WMr5A,NYC,
Peck Slip Social- New Deal,Peck Slip Social,"36 Peck Slip, New York, NY 10038",ChIJLX5S9ZpbwokRuhbbCZkqI2Y,NYC,
Vineapple,Vineapple,"71 Pineapple St, Brooklyn, NY 11201",ChIJkdevwDdawokR0j_3ECiQ8rE,NYC,
Lillian's,Lillian's,"247 Congress Street
Charleston, SC 29403",ChIJAzlh7I17_ogRfARqVvn4emA,CHS,
The Pass,The Pass,"207-A St Philip St, Charleston, SC 29403",ChIJ-a0VOdp7_ogRE9Ems6Nte18,CHS,
Huriyali Gardens (Downtown),Huriyali Gardens - Downtown,"401 Huger St, Charleston, SC 29403",ChIJjczF2lp6_ogRBub6Bfc8OkU,CHS,
Mile End Delicatessen,Mile End Delicatessen,"97 Hoyt St, Brooklyn, NY 11217",ChIJLb9vlE1awokRL4Ume5zpejQ,NYC,
PDA Pizza,PDA Pizza,"669 Union St, Brooklyn, NY 11215",ChIJY3JoJx1bwokRm1F_KUvbR64,NYC,
Ritual,Ritual,"145 Calhoun Street Unit 301, Charleston, SC",ChIJr4BTw5Z7_ogRynn84Z_BHUs,CHS,
Il Corallo Trattoria,II Corallo Trattoria,"176 Prince St, New York, NY 10012",ChIJZ75-yI1ZwokR82kXXJvniwo,NYC,
Momoya Soho- New Deal,Happy Tuna,"380 Lexington Ave, New York, NY 10168",ChIJ4Rw7sVhZwokRJuSZSI0jb4A,NYC,
Momoya Soho- New Deal,An | Japanese Restaurant,"427 Amsterdam Ave, New York, NY 10024",ChIJ4Rw7sVhZwokRJuSZSI0jb4A,NYC,
Debajo,Debajo,"44 W 29th St, New York, NY 10001",ChIJoxar_y9ZwokRIM6a4HXsuo4,NYC,
ZOË,ZOË Cocktail Bar & Bites,"579 Howard St., SF, CA 94105",ChIJl1L3AAqBhYARfrEds4G_pEU,SF,
Ferdi,Ferdi," 15 7th Ave S, New York, NY 10014",ChIJoTTiRY1ZwokRn9SpxgNIx7M,NYC,
Stone Park Cafe,Stone Park Cafe, 324 5TH AVENUE BROOKLYN,ChIJF6deL_5awokRh2ohKTMG2HE,NYC,
Huriyali Riverland,Huriyali Riverland,"2016 WAPPOO DR
Charleston SC 29412",ChIJX3X_Fgx5_ogRclV0AGOOGtA,CHS,
Beer Street,Beer Street,"550 Vanderbilt Ave, Brooklyn, NY 11238",ChIJEVFkpFtbwokR5ItXs2oJnvk,NYC,
Hearty and Healthy,Hearty and Healthy,"103 1st Ave., New York, NY 10003",ChIJZZe0gltZwokRcGgGUjceM_4,NYC,
Ella Funt,Ella Funt,"78-80 E 4th St, New York, NY 10003",ChIJoVcSWWFZwokRjbNOZGOxroo,NYC,
Greenwood Park,Greenwood Park,555 7th Ave Brooklyn,ChIJNTec2OBawokRUv0YTg7oX-E,NYC,
Fred's Dog House,Fred's Dog House,"354 Grand St, Brooklyn, NY 11211",ChIJEcTXd2NZwokRgVij9B5UW0A,NYC,
Thief NYC,Thief NYC,"595 Union Ave, Brooklyn, NY 11211",ChIJQwVjADNZwokRaaCi0RuPzWE,NTC,
Randolph Beer,Randolph Beer,"82 Prospect St, Brooklyn, NY 11201",ChIJix9FO6lbwokRkZyFzr3vOeg,NYC,
Little Dipper,Little Dipper,"135 W 30th St, New York, NY 10001",ChIJWXeePgBZwokRjyCUzI8-NjE,NYC,
Spicy Moon East Village,Spicy Moon,"232 8th Ave, New York, NY 10011",ChIJ7x3Pe11ZwokRLpfe6va9dqs,NYC,
The Little Pig,The Little Pig,"497 Atlantic Ave, Brooklyn",ChIJF2grHfFbwokRMJul5yRY4cw,NYC,
Dalila's,Dalila's,"441 Meeting St Suite F, Charleston, SC 29403",ChIJNXJ234B7_ogRva6P1mgPOw0,CHS,
Pineapple Club,Pineapple Club,"509 E 6th St, New York, NY 10009",ChIJUwJYwU9ZwokR-c64nryhInI,NYC,
Alma Negra,Alma Negra,"494 4TH AVE, BROOKLYN, New York 11215
",ChIJjzh0ftJbwokRIFioM_VxHNQ,NYC,
Tabaré (Williamsburg),Tabaré,"1006 Flushing Ave, Brooklyn, NY 11237",ChIJ80WOzERdwokRXjGSASkDZxk,NYC,
Bee's Knees & Honey Lounge,Bee's Knees & Honey,65 N 7th St,ChIJ__96vgVZwokRgkcY1cmk_VM,NYC,
Marseille,MARSEILLE,630 9th Ave,ChIJDf7etFNYwokR_b7pJ_D2_dM,NYC,
Marseille,Chef Driven Hospitality,630 Ninth Avenue,ChIJDf7etFNYwokR_b7pJ_D2_dM,NYC,
TALEA Beer Co. - West Village,TALEA Beer Co.,"22 W 40th St, New York, NY 10018",ChIJd5DfLnNZwokRRnTNeWXMEZ4,NYC,
TALEA Beer Co. - Williamsburg,TALEA Beer Co.,"22 W 40th St, New York, NY 10018",ChIJ5TvP21FZwokRLFjbliEhRUc,NYC,
TALEA Beer Co. - Cobble Hill,TALEA Beer Co.,"22 W 40th St, New York, NY 10018",ChIJ7Xjm5QlbwokREJkEk_skS48,NYC,
Kiwami,Kiwami,"141 Bridge Park Dr, Brooklyn, NY 11201",ChIJeb_vSCRbwokRVIzbficpCeQ,NYC,
TALEA Beer Co. - Bryant Park,TALEA Beer Co.,"22 W 40th St, New York, NY 10018",ChIJ8YhauntZwokRzw7MOoKb1-I,NYC,
Filé Gumbo Bar,Filé Gumbo Bar,"275 Church St, New York, NY 10013",ChIJTeT7fTxbwokRdPDRDrqWjyM,NYC,
Coleman Public House,Coleman Public House,"427 W Coleman Blvd, Mt Pleasant, SC 29464",ChIJ__n0Xvpw_ogRCHZKuExfVMk,CHS,
Bati,Bati,"1057 Fulton St, Brooklyn, NY 11238",ChIJYXEosLFbwokRZO204ZitA1Q,NYC,
The Liberties,The Liberties,"998 Guerrero St., SF, CA 94110",ChIJXxwyPT5-j4ARMj_hNCaaXZA,SF,
Tacombi - Ft Greene,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJtUqnIhpbwokRfgI3evXbj-g,NYC,
Tacombi - Ft Greene,Tacombi (Parent Company),265 Bowery,ChIJtUqnIhpbwokRfgI3evXbj-g,NYC,
Tacombi - Fulton Market,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJY3zOPy8tDogR9JpAbCOy-Es,NYC,
Tacombi - Fulton Market,Tacombi (Parent Company),265 Bowery,ChIJY3zOPy8tDogR9JpAbCOy-Es,NYC,
Tacombi - Flatiron,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJY-_fXKRZwokRx2b6VzH6su4,NYC,
Tacombi - Flatiron,Tacombi (Parent Company),265 Bowery,ChIJY-_fXKRZwokRx2b6VzH6su4,NYC,
Tacombi - Bleeker,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJe0S8sZNZwokRAdgEV5COiNE,NYC,
Tacombi - Bleeker,Tacombi (Parent Company),265 Bowery,ChIJe0S8sZNZwokRAdgEV5COiNE,NYC,
Tacombi - FiDi,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJCxsgff1bwokRt-khy5Okqpg,NYC,
Tacombi - FiDi,Tacombi (Parent Company),265 Bowery,ChIJCxsgff1bwokRt-khy5Okqpg,NYC,
Tacombi -LIC,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJp9WpPSxZwokR9e5KFVB9lWQ,NYC,
Tacombi -LIC,Tacombi (Parent Company),265 Bowery,ChIJp9WpPSxZwokR9e5KFVB9lWQ,NYC,
Tacombi - UWS,Tacombi (Parent Company),265 Bowery,ChIJS4_amZhZwokRI32P3NwpsRU,NYC,
Tacombi - UWS,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJS4_amZhZwokRI32P3NwpsRU,NYC,
Tacombi -UES,Tacombi (Parent Company),265 Bowery,ChIJRc_0nbJZwokRPKi2zXCpaaY,NYC,
Tacombi -UES,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJRc_0nbJZwokRPKi2zXCpaaY,NYC,
Tacombi - Westbury,Tacombi (Parent Company),265 Bowery,ChIJO0AoGdKHwokRhGmV5GN8o-k,NYC,
Tacombi - Westbury,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJO0AoGdKHwokRhGmV5GN8o-k,NYC,
Tacombi - ESB,Tacombi (Parent Company),265 Bowery,ChIJTQeoA6lZwokRpXP-fGPn4oU,NYC,
Tacombi - ESB,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJTQeoA6lZwokRpXP-fGPn4oU,NYC,
Tacombi - Williamsburg,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJITt5Kl5ZwokRO71zHAwXV2g,NYC,
Tacombi - Williamsburg,Tacombi (Parent Company),265 Bowery,ChIJITt5Kl5ZwokRO71zHAwXV2g,NYC,
Tacombi - Wicker Park,Tacombi (Parent Company),265 Bowery,ChIJXzk9Gw3TD4gRt_-bxIe8jdE,NYC,
Tacombi - Wicker Park,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJXzk9Gw3TD4gRt_-bxIe8jdE,NYC,
Tacombi - Forest Hills,Tacombi (Parent Company),265 Bowery,ChIJWwL9DZdfwokR2NsMW_PCDxk,NYC,
Tacombi - Forest Hills,Tacombi,"267 Elizabeth St, New York, NY 10012",ChIJWwL9DZdfwokR2NsMW_PCDxk,NYC,
Other Half Brewing - 195 Centre Street,Other Half Brewing (Parent),"600 5th Ave, New York, 10020",ChIJyXHHyfZawokRm6SBxpOHUxY,NYC,
Other Half Brewing - 195 Centre Street,Other Half Brewing (Centre St),195 Centre Street,ChIJyXHHyfZawokRm6SBxpOHUxY,NYC,
Other Half Brewing - 34 River Street,Other Half Brewing (Parent),"600 5th Ave, New York, 10020",ChIJ9bsn229ZwokR0CENMNxupqg,NYC,
Other Half Brewing - 34 River Street,Other Half Brewing (34 River Street),195 Centre Street,ChIJ9bsn229ZwokR0CENMNxupqg,NYC,
Maybank Public House,Maybank Public House,"1970 Maybank Hwy, Charleston, SC 29412",ChIJu1AjHF55_ogRJxqL6Y7C25M,CHS,
Padoca Bakery (Lenox Hill),Padoca Bakery,"210 E 67th St, New York, NY 10065",ChIJwc5zFsJYwokRk4HHVMtS74A,NYC,
Tabaré (Bushwick)- New Deal,Tabaré,"1006 Flushing Ave, Brooklyn, NY 11237",ChIJ80WOzERdwokRXjGSASkDZxk,NYC,
Alora (SF),Alora,"Pier 3, Hornblower landing, San Francisco, CA 94105",ChIJ20bNEACBhYARtsTcSrSPFdU,SF,
Emblem,Emblem BK,"187 Graham Ave, Brooklyn, NY 11206",ChIJ__-zvv1bwokRq7XrbriPQZQ,NYC,
Birdee,kenthg.com,316 Kent Ave. Brooklyn NY 11249,ChIJJbmnn01ZwokRRBmMCKIY8K8,NYC,
Birdee,Birdee,316 Kent Ave. Brooklyn NY 11249,ChIJJbmnn01ZwokRRBmMCKIY8K8,NYC,
Komaaaj,Komaaj,"20 29th St, San Francisco, CA 94110",ChIJVVXlLPh2hYAR20ALCmb9rC8,SF,
Puttery - Museum,Puttery,"446 W 14th St, New York, NY. 10014.",ChIJUxpywGVZwokRIvAIwd-hcrc,NYC,
Puttery Lodge,Puttery,"446 W 14th St, New York, NY. 10014.",ChIJUxpywGVZwokRIvAIwd-hcrc,NYC,
Pastai,Pastai,"186 9th Ave, New York, NY 10011",ChIJ81V-dblZwokRsTrQH6-BzCk,NYC,
Bomba Cocktail Bar,Puttery,"446 W 14th St, New York, NY. 10014.",ChIJUxpywGVZwokRIvAIwd-hcrc,NYC,
Rory's Rooftop,Puttery,"446 W 14th St, New York, NY. 10014.",ChIJ8cV4ZrNZwokRmXum9urdUpg,NYC,
Accidental Bar,Accidental Bar,"98 Loisaida Ave, New York, NY 10009",ChIJUeg8neFZwokRjTD4oCwTPGk,NYC,
Spicy Moon (West Village),Spicy Moon,"232 8th Ave, New York, NY 10011",ChIJZRP3DW9ZwokR6NnJ9PaMZxI,NYC,
Spicy Moon - Bowery,Spicy Moon,"232 8th Ave, New York, NY 10011",ChIJAb8jiJZZwokROX7aeBYf2I4,NYC,
Spicy Moon - Chelsea,Spicy Moon,"232 8th Ave, New York, NY 10011",ChIJJbctbLdZwokRUbBIho1wN8g,NYC,
Saturn Road,Saturn Road,"276 Court St, Brooklyn, NY 11231",ChIJN_uyy55bwokRzVyFQ6MUTZs,NYC,
Kjun,Kjun,"154 E 39th St, New York, NY 10016",ChIJ7xJ4Rw9ZwokRhQQ-WKtoJFg,NYC,
Bar Boulud,Bar Boulud,1900 Broadway,ChIJG8Pwm_VYwokRtPc8Rwrhdpg,NYC,
Le Gratin,Le Gratin,5 Beekman Street,ChIJj4fN7HBbwokRCB5xca3KF1E,NYC,
La Pavillon,La Pavillon,318 Park Ave s,ChIJjcAJd-tZwokRJ0GkkJ2Urp0,NYC,
Café Boulud,Café Boulud,100 E 63rd St,ChIJCcAxi5RYwokRdUqdw5_FHIk,NYC,
La Tete D'Or,La Tete D'Or,318 park ave south,ChIJsTUVzgBZwokRkUIgGFl_RJc,NYC,
Speedy Romeo,Speedy Romeo,"376 Classon Ave, Brooklyn, NY 11238",ChIJOTob_r1bwokRtUoNNbcmw_g,NYC,
Nabila's,Nabila's,"248 Court Street, Brooklyn, NY, 11201",ChIJcb-HMTlbwokRlwa32aP_wew,NYC,
Artesano Peruvian Cuisine,Artesano Peruvian Cuisine,"90 Chambers St, New York, NY 10007",ChIJv3vgwFZbwokRwP07bRgRYdM,NYC,
Thursday Kitchen,Thursday Kitchen," 424 E 9th St, New York, NY 10009",ChIJVyFicJ1ZwokR2oIygOmovWw,NYC,
Coffee Bar by The Refuge Isle of Palms,The Refuge,,ChIJ7TpSoTJz_ogRYDJ42AYrARo,CHS,
Sereneco Cafe,Sereneco,113 Franklin St,ChIJH_-tMGlZwokRqIqHR22D-zU,NYC,
Lillian's - Market & Cafe,Lillian's Market & Cafe,205 Main Street,ChIJMX7c-EyzwIkRdpy3dZklcbE,CHS,
Criollas West Village,Criollas | Baked Empanadas ,"333 6th Ave, New York, NY 10014",ChIJZ-5Z2OtZwokR5QGPIp0IJVE,NYC,
Criollas | Hells Kitchen,Criollas | Baked Empanadas ,"333 6th Ave, New York, NY 10014",ChIJjUWl9U9ZwokRqu0xrtIv_4M,NYC,
Brass,Brass,n/a,ChIJ81FEDgBZwokR6hAwPtR8c-o,NYC,
The Tusk Bar,The Tusk Bar,"7 E 27th St, New York, NY 10016",ChIJybhcanBZwokRMhTRdNByp3Q,NYC,
Winner Bakery,Winner / Runner Up,367 7th Avenue,ChIJg8UZJyNbwokR0-LkfR8MPJQ,NYC,
Caffe Sport,Caffe Sport,"574 Green Street San Francisco, CA 94113",ChIJB60QZ_GAhYARnFPG-x5vDxE,SF,
Peasant,Peasant,"194 Elizabeth St, New York, NY 10012",ChIJ0XJEBIZZwokR3iPgClK9uEg,NYC,
MOKYO,MOKYO,"109 St Marks Pl, New York, NY 10009",ChIJHxQBcypZwokR7-D3oe4V6Go,NYC,
Tacos 1986 West Village,Tacos 1986 West Village,"164 West 4th Street New York, NY 10014",ChIJG4KjIzNZwokRoNPsES4eqaA,NYC,
Taco Boy - Summerville,Taco Boy - Downtown,"217 Huger St, Charleston, SC 29403",ChIJg5GbV6-L_ogR3TZ5lfdU_qw,CHS,
Taco Boy - Summerville,Taco Boy - Summerville,217 Huger Street,ChIJg5GbV6-L_ogR3TZ5lfdU_qw,CHS,
Taco Boy - Folly Beach,Taco Boy - Folly Beach,217 Huger Street,ChIJvTM9cerX_YgR6VAMsi9emZ0,CHS,
Taco Boy - Folly Beach,Taco Boy - Downtown,"217 Huger St, Charleston, SC 29403",ChIJvTM9cerX_YgR6VAMsi9emZ0,CHS,
Attaboy,Attaboy,"134 Eldridge St, New York, NY 10002",ChIJDbQMBIdZwokRVS4L8B8V5SA,NYC,
Little More,Little More,"111 Reade St, New York, NY 10013",ChIJdca4ZQBbwokRaxJrJc_iboE,NYC,
Sesame Burgers & Beer - Mt. Pleasant - Mt. Pleasant,Glowfisch Hospitality,"1055 Johnnie Dodds Blvd, Suite 100 Mount Pleasant, SC 29464",ChIJ9Y_hi1Zw_ogRtO5Kg6Py3vU,CHS,
Sesame Burgers & Beer - Mt. Pleasant - Mt. Pleasant,Sesame Burgers & Beer - Mt. Pleasant,"675 East Johnnie Dodds Boulevard,
Mt Pleasant, SC 29464",ChIJ9Y_hi1Zw_ogRtO5Kg6Py3vU,CHS,
